Location,Price (RM),Bathrooms,Car Parks,Type,Size,Furnishing,Bedrooms,Store,Size_Encoded
54,980000,3,2,57,1679,0,3,1,1184
54,850000,3,2,61,1250,0,3,0,795
98,164000000,0,0,71,41979,4,0,0,3950
45,1280000,6,0,20,3300,1,5,1,2081
91,850000,2,1,82,795,0,2,0,345
29,1350000,4,3,58,2400,2,4,0,1650
27,3500000,4,0,9,4607,1,3,1,2598
43,2038400,1,1,82,728,0,1,0,282
43,2340050,2,1,83,1006,0,2,0,553
43,1750000,1,1,86,710,0,1,0,264
43,2725550,2,1,83,1114,0,2,0,662
43,2680000,2,1,86,1114,0,2,0,662
43,2534700,2,1,86,1103,0,2,0,651
43,3822300,3,2,82,1560,0,3,0,1080
43,1550000,3,0,86,1387,1,3,0,925
43,1150000,2,1,83,1031,1,2,0,578
40,1500000,3,0,86,1582,1,3,0,1099
43,825000,1,0,83,753,1,1,0,306
43,1500000,3,0,83,1387,2,3,0,925
40,800000,1,0,86,732,1,1,1,286
43,1450000,3,0,86,1387,1,3,0,925
43,850000,1,1,83,761,0,1,0,312
40,780000,1,0,86,732,1,1,0,286
40,810000,1,0,86,732,2,1,0,286
40,1300000,3,0,86,1281,2,3,0,825
40,1400000,3,0,83,1453,0,3,0,988
40,1600000,3,0,83,1582,0,3,0,1099
40,750000,1,0,86,732,1,1,0,286
40,1300000,3,0,86,1281,1,3,0,825
43,1450000,2,1,86,1050,0,2,0,597
43,1500000,2,1,86,1050,0,2,0,597
43,1350000,2,1,82,1070,0,2,0,617
43,1250000,2,1,82,910,0,1,1,459
43,1650000,1,1,86,1080,0,1,1,628
43,2048490,2,2,83,1325,0,2,1,865
43,2279340,3,2,86,1490,0,2,1,1019
43,1854000,1,1,82,1030,0,1,1,577
27,3500000,5,2,9,3200,1,4,1,2039
27,3350000,5,4,9,3703,1,4,1,2272
27,3500000,5,2,9,3810,1,4,1,2317
43,1605420,1,1,82,1035,0,1,1,582
43,2052540,2,1,82,1325,0,2,1,865
43,1734210,1,1,82,1110,0,1,1,658
43,1944000,2,1,82,1080,0,1,1,628
27,2200000,4,2,58,1808,1,3,1,1282
27,1480000,3,2,61,1367,1,2,1,906
27,3600000,5,5,27,2174,1,5,1,1530
27,1450000,3,2,61,1367,1,2,1,906
43,4500000,3,2,86,2195,1,3,1,1538
27,1600000,3,2,24,1912,1,3,0,1355
27,2600000,4,2,9,3000,1,4,1,1938
27,1290000,1,2,61,1152,1,2,0,700
27,1150000,1,2,61,1034,1,2,0,581
27,2800000,0,0,11,2541,4,0,0,1730
27,2740000,6,3,24,2959,1,5,1,1921
27,2300000,3,2,12,2541,1,3,2,1730
27,2000000,3,2,9,1916,1,3,1,1358
27,2450000,6,3,24,2959,1,5,1,1921
27,3570000,4,3,9,5168,1,3,1,2733
27,3550000,5,2,9,4607,1,4,1,2598
3,2100,2,1,82,856,1,2,0,406
35,1400000,4,3,61,2378,2,4,1,1638
3,1300000,2,3,57,1735,0,3,0,1228
73,360000,1,2,82,631,4,2,0,188
24,1109760,1,0,86,1088,0,1,0,636
43,3400000,2,1,86,1668,1,3,0,1174
24,1659240,3,0,86,1676,0,2,0,1181
10,950000,2,1,57,1066,1,1,0,613
85,295000,2,1,61,750,1,3,0,303
54,780000,2,0,57,1399,0,3,1,937
45,650000,2,2,82,1239,0,3,0,784
10,799999,2,2,57,1200,4,2,1,745
70,600000,2,1,57,1079,0,3,0,627
70,660000,2,2,57,1079,1,3,0,627
43,2300000,2,1,83,1100,0,2,0,648
35,490000,2,1,86,850,0,2,1,400
29,498000,2,1,60,1100,0,3,0,648
35,470000,2,1,86,850,0,2,1,400
35,730000,2,2,58,992,1,3,0,539
35,730000,2,2,58,992,1,3,0,539
8,280000,2,1,67,895,1,3,0,444
8,295000,2,1,67,895,1,3,0,444
8,295000,2,1,67,895,1,3,0,444
8,295000,2,1,67,895,1,3,0,444
8,265000,2,1,67,895,1,3,0,444
35,570000,2,1,82,852,1,2,0,402
35,680000,2,2,82,1094,0,3,1,642
73,535000,2,2,58,1473,1,4,2,1006
40,6500000,5,0,45,10670,1,5,1,3572
10,3400000,5,0,24,1920,1,5,1,1360
71,3190000,5,0,75,3660,1,4,1,2249
71,3190000,5,0,75,3660,1,4,1,2249
54,1933000,4,3,57,2648,0,3,1,1781
85,650000,2,2,57,1110,4,3,0,658
24,9300000,6,0,45,8365,1,5,0,3312
10,3400000,5,0,24,1920,1,5,1,1360
24,1530000,3,0,8,1628,1,4,0,1138
12,3500,2,0,57,1550,0,3,1,1070
71,2800000,4,0,45,5740,1,5,1,2869
42,2050000,5,2,57,2886,0,4,1,1890
40,2950,1,1,57,775,0,1,0,326
43,1350000,2,1,57,1356,0,2,0,895
35,700000,2,0,82,900,1,3,0,449
81,560000,2,1,57,1152,4,3,0,700
21,500000,2,0,57,1142,1,4,0,690
35,480000,1,1,82,775,1,1,0,326
34,735000,2,3,57,1271,1,4,0,815
24,10500000,5,3,45,7440,1,5,1,3176
35,430000,2,1,82,775,1,1,0,326
43,2100000,3,2,82,2098,0,3,0,1482
101,740000,3,2,58,1647,1,3,1,1154
54,780000,2,0,57,1399,0,3,0,937
16,400000,2,1,41,1098,1,3,0,646
16,740000,2,3,58,1212,0,3,0,757
16,645000,3,3,61,1410,0,3,1,947
81,660000,2,2,86,1045,1,2,1,592
35,650000,2,2,86,1094,2,3,1,642
35,898000,4,2,61,1663,0,4,0,1170
81,680000,2,2,86,1025,0,2,1,572
51,250000,2,0,66,800,1,3,0,350
54,4700000,3,3,61,4723,0,4,0,2640
81,850000,3,2,83,1430,0,3,0,966
43,4800000,6,2,86,3300,0,4,1,2081
40,580000,3,0,38,1654,2,3,1,1161
81,2200000,5,0,79,4000,0,6,0,2391
73,455000,2,3,58,1100,4,3,0,648
85,620000,2,1,86,945,1,3,0,492
88,3880000,7,6,46,10613,1,6,1,3568
21,290000,2,1,37,780,2,3,0,331
43,1530000,1,2,83,925,1,1,0,474
26,1040000,2,2,83,1410,1,2,1,947
54,2380000,5,3,58,3043,1,4,1,1962
2,2700000,5,3,58,2669,1,4,1,1794
54,1280000,3,2,58,1448,0,3,1,983
35,600000,2,2,82,716,0,3,0,270
73,398000,2,1,58,861,4,2,0,411
73,400000,2,1,58,861,4,2,0,411
12,750000,2,1,86,1150,0,3,0,698
16,958000,3,0,57,1508,4,3,1,1035
80,2500000,6,0,75,7000,4,5,2,3105
54,1880000,4,3,58,2648,0,3,1,1781
3,650000,1,0,85,705,0,1,0,259
3,960000,2,0,86,850,0,1,1,400
54,850000,2,2,58,1400,0,3,1,938
61,450000,2,2,61,990,1,3,0,537
51,2426000,0,0,71,11280,4,0,0,3601
3,820000,2,1,86,850,0,2,0,400
3,2999000,6,4,49,6200,1,5,1,2962
22,720000,3,1,60,1518,1,3,1,1045
3,610000,1,1,82,718,1,1,0,272
69,420000,2,1,37,1200,0,3,0,745
73,2200,2,0,57,1360,1,3,0,899
69,550000,2,0,57,1400,1,3,0,938
69,530000,2,0,57,1400,1,3,1,938
3,3080000,6,3,49,6200,1,5,1,2962
73,510000,2,2,82,1095,0,3,0,643
73,510000,2,2,82,1095,0,3,0,643
69,370000,2,1,37,1167,1,3,0,714
16,1550000,0,0,57,2021,4,0,0,1425
69,770000,4,2,58,1643,0,3,1,1151
16,2180000,4,0,57,2253,4,3,1,1571
35,1050000,4,2,62,3100,0,5,0,1994
69,320000,2,1,41,918,1,3,0,467
69,690000,2,2,61,1260,2,3,0,805
21,650000,3,2,57,1227,2,4,0,772
3,520000,1,1,82,705,1,1,0,259
3,370000,1,1,82,418,1,1,0,39
2,540000,2,1,57,1421,1,3,0,957
2,2645000,4,2,57,2357,0,5,0,1630
2,620000,1,1,82,700,1,1,0,254
21,510000,2,2,57,990,2,3,0,537
21,298000,2,1,41,830,1,3,0,380
21,380000,2,0,61,950,1,3,0,497
21,450000,2,1,61,1142,1,4,0,690
21,330000,2,1,86,950,1,3,0,497
21,287000,2,1,41,817,1,3,0,367
21,380000,2,1,61,1075,1,2,0,622
21,298000,2,1,41,830,1,3,0,380
21,278000,2,1,41,735,1,3,0,288
21,480000,2,1,57,1250,1,3,0,795
3,480000,2,1,61,1200,1,2,0,745
21,550000,2,0,57,1465,1,4,0,1000
2,595000,2,1,61,1300,1,3,0,841
21,349000,2,1,61,930,1,3,0,479
21,359000,2,1,57,1101,1,3,0,649
21,360000,2,1,61,987,1,3,0,534
34,1180000,4,2,92,1346,0,4,1,886
21,625000,2,2,57,897,4,2,0,446
24,6800000,5,4,46,6310,1,6,0,2983
54,1900000,3,2,82,1573,4,3,0,1091
101,360000,2,1,57,880,4,3,0,430
69,560000,2,1,57,1205,1,3,0,750
84,3500000,5,3,75,4950,4,6,0,2692
69,550000,2,0,57,1205,0,3,0,750
37,690000,2,0,82,890,1,1,1,439
26,1200000,2,2,83,1800,0,2,0,1276
81,520000,2,2,58,1044,1,3,0,591
69,680000,4,2,61,1643,1,3,1,1151
24,850000,3,1,57,1516,0,2,1,1043
70,750000,3,1,61,1237,2,3,0,782
73,1030000,2,0,1,3003,1,9,0,1941
70,950000,3,1,57,1488,4,3,1,1018
51,418000,2,0,57,1106,4,3,0,654
70,750000,2,0,57,1273,2,2,1,817
70,1000000,4,2,57,1554,4,3,1,1074
70,560000,2,1,57,1108,1,3,0,656
70,1050000,3,0,57,1800,4,4,0,1276
70,580000,2,2,57,1087,4,3,0,635
70,780000,4,1,57,1381,1,3,1,919
70,660000,2,1,57,999,1,2,0,546
73,550000,2,2,57,1200,1,3,1,745
73,350000,2,2,82,1095,4,3,0,643
73,350000,2,1,82,925,4,3,0,474
70,450000,2,2,57,1230,1,3,0,775
70,1050000,4,2,57,1488,1,3,1,1018
45,1880000,4,2,18,3175,1,0,0,2029
69,680000,2,2,61,1168,2,3,0,715
69,780000,3,2,58,1262,1,3,1,807
14,1520000,2,0,57,1468,0,2,0,1002
51,550000,2,2,61,986,1,3,0,533
91,900000,2,2,86,1102,0,3,0,650
91,1200000,2,1,83,1313,0,3,0,853
36,290000,2,1,37,904,1,0,0,453
91,980000,2,1,83,1146,1,3,0,694
91,1490000,5,2,83,1840,1,3,1,1302
91,800000,2,1,83,876,1,2,0,426
91,919000,2,1,86,1102,0,3,0,650
69,550000,2,0,57,1205,0,3,0,750
91,820000,2,1,83,1010,0,3,0,557
73,380000,2,1,57,1050,0,3,0,597
54,1990000,5,2,24,3481,0,6,0,2164
91,900000,2,2,83,1010,0,3,0,557
69,765000,2,2,61,1893,1,3,0,1340
43,950000,2,0,82,779,0,2,1,330
22,7200000,6,0,57,6000,1,6,0,2918
22,3942000,4,0,57,3285,1,3,1,2073
43,1148000,1,1,86,635,0,1,1,192
3,1692000,4,0,57,1933,0,3,1,1370
3,1550000,4,0,57,1876,0,3,1,1327
85,990000,2,0,57,1560,0,3,1,1080
85,900000,2,1,57,1654,1,3,0,1161
85,700000,2,0,57,1292,1,2,0,834
101,975000,3,2,57,1909,1,3,1,1353
88,1880000,3,0,91,2400,0,3,0,1650
88,1600000,4,0,91,2400,4,3,1,1650
73,380000,2,0,57,950,1,4,0,497
88,1650000,3,0,91,2500,4,3,0,1708
88,1500000,4,0,91,2400,4,3,1,1650
88,1650000,3,0,91,2400,2,3,0,1650
3,1500000,5,0,20,3600,1,4,1,2219
88,1550000,3,0,91,2400,2,3,0,1650
3,1350000,7,0,20,3600,2,7,0,2219
73,400000,2,0,57,1272,4,4,0,816
69,550000,0,1,61,1381,1,0,0,919
101,1250000,4,2,57,1759,0,3,1,1246
88,1700000,3,0,91,2500,4,3,0,1708
88,1500000,4,0,91,2400,4,3,1,1650
73,380000,2,0,57,950,1,4,0,497
73,380000,2,0,57,950,1,4,0,497
73,380000,2,0,57,950,1,4,0,497
81,370000,2,1,82,650,0,2,0,206
88,1750000,4,0,8,2700,1,3,1,1808
21,660000,3,2,86,1054,1,3,1,601
3,1900000,3,1,83,1920,2,3,1,1360
10,998000,2,0,61,1100,0,2,1,648
10,670000,1,1,61,624,0,1,0,182
91,5800000,7,0,46,7319,1,6,1,3161
45,538000,2,2,82,1137,0,3,0,685
69,570000,2,1,61,1205,1,3,0,750
27,3148000,5,5,21,3656,1,5,1,2246
27,3150000,5,5,21,3656,1,5,1,2246
27,2100000,3,2,21,2100,1,3,1,1485
27,1560000,3,2,24,2000,1,3,1,1413
27,1698000,3,2,24,2000,1,3,1,1413
27,1890000,3,2,21,2100,1,3,1,1485
27,3750000,5,0,20,5300,0,5,1,2765
27,2280000,3,2,12,2500,4,3,1,1708
88,3200000,6,4,45,4900,2,5,1,2683
23,7980000,0,0,71,18000,4,0,0,3810
88,4900000,8,4,71,4500,2,7,0,2568
46,1250000,4,0,57,1700,4,3,0,1201
35,3800000,7,5,45,5187,2,6,1,2738
88,4800000,9,3,45,7200,1,9,0,3139
88,2700000,6,2,75,5315,4,6,0,2768
88,2250000,6,2,75,5000,2,6,0,2702
43,1300000,2,0,57,1076,1,2,0,623
43,1500000,3,0,58,1357,1,2,1,896
46,1000000,3,0,57,1700,1,3,1,1201
69,750000,2,2,61,1021,1,3,0,568
24,4800000,5,0,75,4187,4,5,1,2455
24,4950000,8,0,75,3200,4,6,1,2039
24,3800000,5,3,75,4990,4,4,1,2698
10,13547600,0,0,51,21851,4,0,0,3863
24,6300000,7,4,49,7100,1,6,1,3119
24,4000000,6,3,45,4721,1,5,1,2639
10,7000000,6,6,45,10000,1,4,1,3517
24,6300000,10,4,45,7100,1,6,1,3119
24,4900000,6,4,45,7000,1,3,2,3105
24,6000000,8,6,45,5600,1,5,2,2836
10,4850000,5,6,45,6058,1,4,1,2930
24,7500000,7,0,45,8500,1,6,1,3328
24,19000000,6,4,45,12000,0,5,1,3630
24,25000000,6,4,45,11000,0,5,1,3588
10,4100000,6,0,49,6200,1,6,1,2962
78,14800000,6,4,45,8611,0,4,2,3337
54,14800000,6,4,45,8611,0,4,2,3337
24,12500000,7,3,45,9300,1,5,1,3432
10,950000,2,0,57,1397,1,3,1,935
24,7700000,8,0,45,9914,1,6,1,3506
24,8500000,7,0,45,10312,1,5,2,3544
54,3600000,7,3,45,1500,1,4,1,1028
24,8200000,7,0,45,80000,3,6,0,3991
10,12000000,8,5,45,9000,1,5,1,3390
24,15000000,7,0,45,10000,1,5,1,3517
54,14800000,6,4,45,8611,0,4,2,3337
54,13000000,7,0,45,10000,0,6,1,3517
78,14800000,6,4,45,8611,0,4,2,3337
24,7100000,8,3,46,7378,1,6,1,3167
54,7500000,0,0,45,7600,4,5,1,3198
24,8250000,7,0,45,9440,1,5,1,3457
24,6500000,4,0,45,6200,1,4,2,2962
24,12000000,9,0,45,12000,0,5,1,3630
54,6800000,7,0,45,7311,1,5,0,3158
23,8000000,9,4,45,9500,1,8,0,3462
23,9500000,7,4,45,10500,0,4,1,3560
10,8590000,4,0,57,4771,2,4,0,2652
24,6880000,6,0,45,7000,1,6,0,3105
10,18000000,8,0,45,15000,1,6,1,3733
19,8500000,6,6,45,10000,1,4,1,3517
24,4000000,7,0,45,2530,1,5,1,1724
24,4500000,7,0,45,2530,1,5,1,1724
10,13000000,6,0,46,8000,2,5,1,3256
78,7500000,6,0,45,4000,1,5,1,2391
10,8900000,5,0,49,8148,1,6,1,3273
69,480000,2,0,37,1130,1,3,0,678
14,8800000,5,0,82,4157,1,4,1,2446
14,3990000,5,0,82,2405,0,3,1,1652
22,4000000,5,0,58,3717,0,4,1,2280
14,5659300,6,0,86,3329,0,4,1,2100
36,450000,2,0,57,1100,3,3,0,648
36,530000,2,0,61,1320,0,3,0,860
45,320000,2,1,95,850,1,3,0,400
69,545000,2,1,58,1205,1,3,0,750
54,1450000,4,0,57,1893,0,3,1,1340
35,460000,2,1,58,1287,2,3,0,830
21,590000,2,2,86,897,2,3,0,446
21,360000,2,1,61,1020,1,3,0,567
35,1080000,4,2,61,1875,1,3,1,1326
73,410000,2,0,57,1272,1,4,0,816
43,950000,2,2,58,1182,0,3,0,728
70,600000,2,1,57,1000,1,3,0,547
70,800000,3,1,57,1381,1,3,0,919
54,720000,2,1,83,1088,0,3,0,636
54,828000,2,1,57,1228,0,3,0,773
35,1450000,4,3,57,2378,1,3,2,1638
54,715000,2,1,82,1128,1,3,0,676
54,700000,2,1,82,1248,1,3,0,793
54,740000,2,2,86,1248,0,3,0,793
69,1180000,2,1,0,3400,1,3,0,2128
54,678000,2,1,57,1087,0,2,1,635
85,486000,2,0,82,945,3,3,0,492
35,510300,4,0,58,1335,3,3,1,875
69,2250000,6,2,26,4400,1,7,0,2530
34,561100,4,0,62,1879,3,3,1,1329
70,480000,2,0,82,948,4,3,0,495
10,960000,2,1,82,1192,4,2,0,737
78,450000,1,0,82,530,0,1,0,108
54,930000,2,0,58,1241,0,3,0,786
19,920000,2,0,58,893,1,2,0,442
54,2850000,5,0,58,3541,1,4,1,2189
27,1250000,3,0,58,1498,0,2,1,1026
69,950000,3,0,58,1893,0,3,1,1340
54,2535300,5,0,57,3729,3,4,1,2285
21,250000,2,1,37,830,1,3,0,380
3,1600000,3,0,9,40000,1,4,0,3944
54,1050000,3,0,83,1362,0,3,1,901
21,420000,2,1,82,950,0,3,0,497
73,550000,2,0,58,1313,1,3,0,853
27,1600000,3,0,21,1900,0,3,0,1346
21,490000,2,2,61,1142,0,3,0,690
21,430000,2,1,57,920,4,3,0,469
81,600000,2,2,58,1109,1,3,1,657
16,500000,2,1,38,1018,1,2,1,565
54,2250000,4,0,58,2906,0,3,1,1896
43,1985000,2,0,83,1985,0,4,0,1402
78,3630000,6,3,58,4146,0,4,1,2443
14,2368600,3,0,58,1822,0,3,1,1289
21,450000,2,0,61,800,0,3,0,350
78,2660000,5,3,58,3660,1,4,1,2249
54,750000,2,0,61,931,1,2,0,480
54,2865350,5,0,58,3371,1,4,1,2117
54,760000,2,0,83,889,0,2,0,438
69,649000,3,0,58,1577,1,3,1,1095
35,470000,2,0,83,750,0,1,0,303
54,1000000,3,0,58,1787,0,3,1,1266
54,3200000,4,0,58,3729,1,4,1,2285
54,1530000,3,0,58,1883,0,3,1,1332
43,795000,1,0,83,713,0,2,0,267
69,600000,2,2,61,1019,1,3,0,566
16,855000,3,0,57,1513,3,4,1,1040
69,730000,3,2,58,1893,1,3,1,1340
14,930000,1,1,58,690,0,1,0,245
40,559000,2,2,57,1184,4,3,1,729
27,2500000,5,0,20,3500,0,4,0,2175
22,2800,2,1,57,1211,0,4,0,756
91,5550000,7,0,45,7319,4,7,0,3161
73,409000,2,1,86,925,2,3,0,474
101,470000,2,0,82,770,0,3,0,321
29,920000,3,2,57,1467,1,3,1,1001
54,650000,1,1,82,462,0,1,0,60
80,2400000,5,6,75,4000,0,5,0,2391
29,1150000,3,2,57,1800,0,3,1,1276
22,1150000,5,2,57,2111,0,3,1,1490
3,820000,3,1,57,1980,0,3,1,1398
43,2025000,2,0,83,1190,0,2,1,735
21,340000,1,0,82,610,0,1,0,169
21,550000,2,0,82,985,0,1,0,532
43,4400000,2,1,83,1668,1,2,1,1174
43,1428000,2,0,83,793,0,2,0,343
81,618000,2,2,57,1044,1,3,0,591
16,855000,3,2,57,1513,4,4,1,1040
40,1066631,1,1,83,625,1,1,0,183
40,1070996,1,1,86,638,1,1,0,194
40,1146947,1,1,83,688,1,2,0,243
40,1189724,1,1,86,717,1,2,0,271
40,1451624,2,1,86,887,1,2,0,436
40,1475195,2,1,86,896,1,2,0,445
40,1545035,2,1,83,922,1,2,0,471
40,1561622,2,1,83,935,1,2,0,484
40,1898600,3,1,83,1157,1,3,0,704
40,1255199,1,0,84,721,1,1,0,275
40,1134725,1,0,84,656,1,1,0,212
73,480000,2,2,82,1260,1,3,0,805
73,380000,2,2,82,1009,1,3,0,556
70,580000,2,2,57,1363,0,3,0,902
70,450000,2,2,57,1230,4,3,0,775
73,340000,2,0,82,856,1,2,0,406
70,460000,2,2,57,1230,1,3,0,775
70,1100000,4,2,57,1567,0,3,1,1085
73,530000,2,2,57,908,4,3,0,457
73,590000,2,2,57,1000,4,3,0,547
73,670000,2,2,57,1100,4,3,0,648
73,680000,2,2,57,1100,4,3,0,648
58,1300000,4,0,21,3121,1,4,0,2003
43,2570000,3,2,58,2144,4,3,1,1509
43,2350000,3,2,58,2245,4,3,1,1565
73,850000,3,2,57,1368,1,3,0,907
73,1440000,5,2,57,2685,1,4,2,1801
73,960000,4,2,57,1680,1,3,1,1185
101,410000,2,1,57,1195,1,3,0,740
73,1100000,4,2,57,1745,1,3,1,1234
73,780000,3,2,57,1440,1,3,0,975
73,620000,2,2,57,1100,4,3,0,648
73,620000,2,2,57,1100,4,3,0,648
73,530000,2,2,57,908,4,3,0,457
73,930000,3,2,57,1558,1,3,1,1078
43,2413000,3,2,58,2245,4,3,1,1565
73,1080000,4,2,57,1680,1,3,1,1185
73,820000,3,2,57,1368,1,3,0,907
73,1600000,5,2,57,2685,1,4,2,1801
73,558000,2,2,57,1150,2,3,0,698
73,600000,2,2,57,1000,4,3,0,547
73,600000,2,2,57,1000,4,3,0,547
43,1480000,2,1,57,989,1,1,0,536
43,3058800,3,2,58,2549,1,3,1,1735
73,650000,2,2,58,1100,0,3,0,648
73,515000,2,2,57,908,4,3,0,457
73,530000,2,2,57,908,4,3,0,457
73,590000,2,2,57,1000,4,3,0,547
73,2800,3,2,61,1477,0,3,0,1010
98,860000,2,2,58,1550,1,3,0,1070
73,1200000,3,3,58,1680,1,3,1,1185
101,445000,3,1,57,1267,1,3,1,812
101,440000,3,1,57,1267,1,3,1,812
88,1750000,5,0,9,4179,1,5,0,2452
101,1200000,5,4,11,2098,1,6,0,1483
73,950000,4,2,58,1610,1,3,1,1124
73,960000,4,2,58,1610,2,3,1,1124
73,1000000,4,2,58,1610,0,3,1,1124
73,1100000,4,2,58,1610,2,3,1,1124
73,980000,3,2,57,1558,2,3,0,1078
73,578000,2,2,57,1200,2,3,0,745
35,400000,2,2,82,950,4,3,0,497
16,438000,2,1,57,1448,1,3,1,983
73,489000,2,2,58,1297,1,4,0,838
73,385000,2,0,57,920,1,3,0,469
73,330000,1,1,82,677,1,1,0,232
73,1280000,4,2,57,1745,1,3,1,1234
73,850000,3,2,57,1441,1,3,0,976
73,1190000,5,2,57,2502,1,3,2,1710
73,1380000,5,2,57,2502,1,3,2,1710
27,3890000,6,4,76,3041,0,6,0,1961
24,4300000,5,0,49,6360,1,5,1,2989
24,9000000,0,0,46,12000,4,0,0,3630
24,4200000,4,2,79,5300,1,4,1,2765
19,4800000,4,3,78,4300,1,4,1,2495
78,3200000,5,3,79,3649,1,5,1,2243
43,19602000,0,0,74,21780,2,0,0,3861
10,6500000,5,5,49,10000,1,5,1,3517
24,8200000,0,5,54,12000,2,0,0,3630
24,4500000,4,4,49,4842,1,6,0,2668
24,5100000,3,2,49,7782,2,4,1,3223
19,6500000,5,4,49,4600,1,4,2,2596
24,6500000,0,2,49,7000,1,0,0,3105
24,3600000,4,2,46,6931,1,5,1,3092
29,3300000,5,2,24,3785,1,5,1,2308
10,4500000,0,4,46,6580,1,5,1,3031
10,4700000,5,3,49,5920,1,3,2,2901
69,2500000,5,0,76,4278,2,4,1,2486
24,6800000,9,3,79,6000,1,6,1,2918
21,580000,4,8,12,1539,1,4,0,1062
19,16500000,8,6,46,11000,1,8,0,3588
10,3200000,4,4,31,4500,1,4,1,2568
54,6800000,6,3,49,7868,1,5,1,3236
19,15000000,8,6,46,19700,1,6,1,3827
19,18600000,5,10,49,33000,1,5,1,3926
10,4650000,0,3,46,4355,1,4,2,2515
24,13357000,0,0,71,13357,4,0,0,3690
29,9000000,4,2,79,6500,1,4,2,3011
29,4500000,0,2,79,5000,0,0,0,2702
10,7800000,5,2,49,8000,1,5,2,3256
3,2200000,3,2,62,3025,0,3,0,1953
23,6048000,0,0,71,12600,4,0,0,3663
24,4000000,3,2,79,3800,1,3,1,2314
10,4600000,4,3,49,7588,1,5,0,3196
24,11800000,6,3,46,11000,1,0,0,3588
35,298000,2,1,38,949,4,3,1,496
51,350000,2,1,58,969,1,3,0,516
24,5427500,0,0,51,8350,4,0,0,3309
27,1399000,2,2,57,1367,0,2,1,906
24,4634000,0,0,51,7724,4,0,0,3214
19,7168000,0,0,54,12190,4,0,0,3644
16,6730000,0,0,51,12238,4,0,0,3649
35,2255000,0,0,52,11275,4,0,0,3600
21,2180000,0,0,51,8400,4,0,0,3318
23,5400000,0,0,52,12600,4,0,0,3663
19,9500000,0,0,51,28100,4,0,0,3899
73,400000,2,1,57,1231,4,3,0,776
35,400000,2,2,82,950,1,3,0,497
3,1390000,4,2,57,3246,0,4,1,2057
2,520000,0,1,82,502,0,1,0,88
43,635000,1,0,82,576,0,1,0,143
42,1530000,2,1,82,1087,0,2,0,635
16,670000,3,2,57,1200,0,3,0,745
26,1100000,2,2,82,1410,0,2,0,947
80,2400000,5,6,75,4000,1,5,0,2391
80,2400000,5,6,75,4000,1,5,0,2391
27,2250000,5,2,24,3300,2,5,0,2081
88,600000,2,2,85,1253,1,3,0,798
43,1200000,2,2,86,1313,0,2,2,853
73,400000,2,1,85,900,2,2,0,449
14,980000,3,0,86,1116,0,2,1,664
16,4390000,7,0,45,6200,1,5,1,2962
88,1550000,4,0,94,2400,0,3,1,1650
42,1460000,2,1,86,1087,0,1,1,635
67,1980000,6,4,49,6000,2,5,2,2918
88,500000,2,1,86,1007,1,3,0,554
73,490000,2,1,86,1040,2,3,0,587
88,1550000,4,0,94,2300,2,3,1,1599
88,1600000,4,2,94,2700,2,3,1,1808
14,760000,1,0,86,746,0,1,0,299
88,1500000,4,3,94,2400,2,3,1,1650
88,1650000,4,2,91,2600,1,3,1,1760
70,515000,2,1,86,948,2,3,0,495
29,568000,2,1,58,1100,1,3,0,648
45,640000,2,3,85,1292,2,3,1,834
14,760000,1,0,86,746,0,1,0,299
43,1185000,2,1,86,777,0,2,0,328
73,455000,2,2,86,1009,1,3,0,556
71,2200000,3,0,49,6630,3,4,0,3041
21,600000,2,2,61,1040,1,3,0,587
69,670000,3,2,61,1155,1,3,0,703
36,440000,2,1,57,1100,1,3,0,648
21,550000,2,2,61,996,1,2,0,543
16,920000,3,2,61,1513,1,4,1,1040
16,1150000,4,4,58,1772,1,4,1,1254
16,625000,2,2,61,1196,1,3,0,741
16,1150000,4,4,58,1930,1,5,1,1367
16,935000,3,3,61,1513,1,4,1,1040
16,1190000,4,4,58,1930,1,5,0,1367
16,1190000,4,4,58,1930,1,5,0,1367
73,270000,1,0,41,600,1,2,0,159
73,780000,3,0,9,2500,1,4,0,1708
73,900000,3,0,12,1600,1,4,1,1115
101,415000,3,1,18,1000,1,3,0,547
61,498000,2,1,61,1028,2,3,0,575
45,355000,2,1,41,842,2,3,0,392
21,565000,2,2,58,1200,0,3,1,745
51,368000,2,1,58,1132,1,3,0,680
21,535000,2,2,58,1200,0,3,1,745
24,860000,3,1,61,1516,1,2,1,1043
24,880000,3,1,61,1516,0,2,1,1043
21,1980000,4,0,49,4500,1,6,0,2568
45,485000,2,1,57,1074,1,3,0,621
24,1200000,3,1,58,1979,1,3,1,1397
24,1200000,3,2,58,1979,1,3,1,1397
43,900000,2,0,86,761,4,1,0,312
3,460000,1,0,86,520,1,1,0,101
29,560000,3,2,58,1615,2,3,0,1128
29,490000,2,0,58,1450,1,3,0,985
43,900000,2,0,86,761,4,1,0,312
3,630000,1,1,86,506,1,1,0,91
3,520000,1,0,86,640,1,1,0,196
12,630000,1,0,82,527,0,1,0,106
5,297000,2,1,86,830,1,2,0,380
3,630000,1,1,86,506,1,1,0,91
3,350000,1,0,86,431,0,1,0,43
3,460000,1,0,86,520,0,1,0,101
5,338000,2,1,82,903,4,3,0,452
3,520000,1,0,86,640,1,1,0,196
29,600000,2,1,58,1100,0,2,0,648
70,608000,3,1,58,1412,0,3,1,949
