Location,Price (RM),Bathrooms,Car Parks,Type,Size,Furnishing,Bedrooms,Store,Size_Encoded
43,900000,2,0,57,1182,0,3,0,728
51,680000,3,2,58,1474,1,3,1,1007
35,835000,2,2,83,1110,0,3,0,658
16,425000,2,1,37,1043,1,3,0,590
21,450000,2,1,57,1064,1,3,0,611
21,247000,1,1,37,452,4,1,0,55
54,10500000,9,3,46,8900,1,7,1,3376
54,7500000,8,0,45,8000,1,7,1,3256
91,1950000,4,0,9,3700,2,4,1,2271
71,1050000,5,0,57,2500,1,4,1,1708
10,6900000,3,0,45,6500,1,4,0,3011
27,2380000,5,0,58,2454,0,4,1,1682
37,2100,1,0,82,500,0,1,0,86
43,2100,1,0,82,500,0,1,0,86
10,1050000,2,7,58,1430,1,3,0,966
69,700000,3,2,57,1203,1,3,1,748
54,931500,3,0,57,1991,1,4,0,1405
35,380000,2,1,41,980,1,3,1,527
67,630000,2,2,82,1040,1,3,0,587
2,850000,1,1,82,755,0,1,0,308
21,910000,2,1,41,953,0,2,0,500
28,288000,2,0,41,750,1,3,0,303
54,2700000,3,0,18,1389,4,4,0,927
83,2975582,4,1,78,4015,2,5,1,2396
21,2300000,6,2,79,4000,0,4,1,2391
16,2999888,4,4,61,4344,1,4,1,2511
35,650000,2,1,82,911,4,2,0,460
3,539000,1,0,82,546,1,1,0,119
34,580000,2,1,57,966,2,3,0,513
29,510000,2,1,61,1100,0,3,0,648
27,2650000,5,3,24,3211,2,3,1,2045
54,1620000,3,2,58,2020,1,3,1,1424
78,2750000,6,3,58,3983,1,4,2,2384
21,550000,2,1,57,962,1,2,0,509
3,668000,1,1,86,705,1,1,0,259
21,440000,2,2,58,1080,2,3,0,628
21,445000,2,1,58,1142,1,3,0,690
19,9000000,6,5,46,9000,1,6,1,3390
16,530000,1,1,82,667,1,1,1,222
16,400000,2,2,61,1091,1,3,0,639
21,1600,2,1,61,1467,1,4,0,1001
16,620000,2,2,61,1100,2,3,0,648
28,488000,2,0,61,1044,1,3,0,591
21,630000,3,1,57,1280,4,3,1,824
21,1800000,4,0,21,4219,1,5,0,2464
35,480000,2,1,61,1120,1,3,1,668
85,540000,2,1,58,1337,2,3,0,877
4,680000,3,0,11,1080,1,4,0,628
27,2400000,6,0,24,1760,1,6,0,1247
73,500000,2,1,82,1040,1,3,0,587
78,455000,0,0,82,595,4,1,0,157
27,1700000,3,3,57,2066,0,4,0,1460
27,1480000,3,0,57,1856,0,3,1,1312
27,1480000,3,0,57,1856,0,3,1,1312
27,1530000,3,0,57,1856,0,3,1,1312
27,1120000,3,0,57,1400,1,2,1,938
27,1680000,3,0,57,1701,4,3,1,1202
91,1440000,2,1,82,1045,4,2,0,592
27,1100000,2,0,57,1378,0,2,1,916
27,2380000,4,2,20,1442,0,4,0,977
78,420000,0,0,82,500,4,1,0,86
27,1350000,4,2,57,1572,1,3,1,1090
27,1350000,4,2,57,1572,1,3,1,1090
27,1400000,4,0,57,1777,1,3,1,1258
27,2000000,3,0,8,1800,0,4,0,1276
23,3990000,0,0,74,9500,2,0,0,3462
21,398000,2,1,58,950,1,3,0,497
91,2150000,3,2,82,1680,1,2,1,1185
45,560000,2,2,61,1074,1,3,0,621
24,490000,2,0,82,998,0,2,0,545
24,320000,1,0,82,520,0,1,0,101
81,376000,2,0,82,800,4,2,0,350
61,7000000,5,0,75,8300,0,4,1,3298
54,2360000,5,3,58,2973,1,5,0,1927
16,828000,3,2,60,1335,2,3,1,875
21,800000,3,2,11,2400,1,5,0,1650
54,718000,2,1,86,896,4,2,0,445
5,298000,2,1,86,808,2,3,0,358
45,470000,2,1,83,1196,1,3,0,741
21,650000,2,0,61,1450,1,3,1,985
81,1100000,4,0,24,1600,1,5,0,1115
36,540000,2,2,58,1200,2,3,0,745
10,900000,1,1,86,689,1,1,1,244
73,410000,2,1,61,1272,1,4,0,816
73,200000,1,1,41,653,2,3,0,209
73,180000,1,0,69,700,1,3,0,254
101,420000,3,1,61,1267,1,4,0,812
73,200000,1,0,41,653,1,3,0,209
101,170000,1,0,67,550,2,2,0,122
36,375000,2,1,41,1221,1,3,0,766
73,330000,2,2,57,924,2,3,0,473
11,610000,2,2,86,904,1,3,0,453
78,3200000,6,0,79,3850,1,5,1,2334
16,387000,2,0,57,1227,3,3,0,772
54,777600,0,0,57,2034,4,4,0,1437
21,656100,4,0,57,1808,3,4,0,1282
73,550000,2,1,82,1325,1,3,0,865
91,800000,2,1,86,876,1,2,0,426
91,950000,2,1,86,1102,0,3,0,650
91,1790000,3,2,12,1900,0,4,0,1346
91,1550000,3,2,12,1900,1,4,0,1346
46,450000,2,1,58,1118,0,3,0,666
21,490000,2,2,61,1018,2,3,0,565
21,485000,2,2,61,1018,2,3,0,565
22,1630000,2,1,82,1141,0,1,0,689
81,488000,2,1,61,1042,1,3,0,589
22,2595600,3,2,86,1442,0,2,1,977
73,500000,2,1,82,1280,2,3,0,824
54,780000,2,1,57,1268,1,3,0,813
26,1080000,2,2,86,1410,1,2,1,947
26,1080000,2,2,86,1410,0,2,1,947
26,1080000,2,2,86,1410,0,2,1,947
73,550000,2,2,57,1860,1,3,0,1316
9,410000,1,1,37,495,1,2,0,81
5,360000,2,1,86,808,2,3,0,358
70,435000,2,2,85,792,1,2,0,342
70,687000,2,2,82,1200,1,3,1,745
73,300000,2,2,58,800,2,3,0,350
73,300000,2,2,58,800,2,3,0,350
73,300000,2,1,57,800,2,3,0,350
74,2150000,5,0,21,5000,0,4,1,2702
70,368000,2,1,41,1061,1,3,0,608
73,360000,2,1,41,931,1,3,0,480
73,200000,1,0,41,653,1,3,0,209
73,430000,2,1,57,1272,2,4,0,816
73,450000,2,1,61,1328,1,4,0,868
101,420000,3,1,61,1267,1,3,1,812
14,1200000,3,1,82,1017,4,3,0,564
73,450000,2,0,91,1200,1,3,0,745
42,1250000,2,1,57,1551,0,3,0,1071
69,880000,2,2,57,1306,1,3,0,847
5,830000,3,4,12,1870,1,4,0,1322
43,515000,1,0,82,496,0,1,0,82
10,7500000,5,0,45,8000,1,5,0,3256
16,730000,2,2,82,971,1,3,0,518
45,2900000,5,10,75,7000,1,4,0,3105
78,600000,2,2,57,1057,1,3,0,604
11,120000,1,0,69,600,2,3,0,159
40,535000,2,1,61,1100,1,2,1,648
10,538000,1,1,61,657,0,1,0,213
35,330000,2,1,61,1010,0,3,0,557
10,670000,2,1,61,1150,0,3,0,698
35,430000,2,1,61,1000,0,2,0,547
54,1800000,5,0,57,2552,1,4,1,1738
29,1100000,2,2,57,1151,0,1,1,699
54,2340000,4,0,82,2230,1,3,0,1556
54,1200000,2,0,82,1029,1,2,1,576
54,1150000,2,0,82,1000,1,2,0,547
22,638000,2,1,61,1267,0,2,0,812
59,138000,1,0,37,683,4,2,0,238
61,800000,2,2,65,1210,1,1,0,755
35,815000,2,2,58,1578,1,3,0,1096
85,590000,2,1,82,935,1,3,0,484
9,680000,2,1,82,823,4,2,0,373
9,520000,1,1,41,635,1,2,0,192
9,680000,2,1,82,823,4,2,0,373
73,600000,2,2,58,1600,1,4,0,1115
81,380000,2,1,86,850,0,3,0,400
51,450000,2,2,61,1075,2,3,0,622
3,1700000,5,2,58,1690,1,3,1,1192
14,2413800,3,0,82,2013,1,4,0,1420
43,3519000,2,2,83,1636,1,2,0,1145
43,3900000,2,1,83,1636,1,2,0,1145
54,970000,2,0,86,932,0,2,0,481
54,1000000,2,2,86,926,0,2,0,475
54,600000,1,0,82,462,0,1,0,60
54,1730000,4,2,57,2025,1,3,1,1429
45,598000,2,3,82,1292,1,3,1,834
45,550000,2,2,8,880,2,3,0,430
54,930000,2,1,58,1390,0,3,0,928
54,850000,2,1,58,1280,0,3,0,824
21,590000,3,2,57,1464,4,3,1,999
3,4480000,6,4,49,4294,1,5,1,2492
3,3790000,7,6,49,4900,2,6,1,2683
3,2204000,5,2,49,3821,2,4,1,2319
45,422000,2,2,61,1080,2,0,0,628
2,4520000,4,2,57,3541,1,4,1,2189
40,330000,1,0,82,493,0,1,0,79
61,800000,2,0,57,1350,1,3,0,890
3,2500000,5,4,49,9000,1,4,2,3390
88,4990000,7,6,49,13000,2,5,1,3676
2,5151600,4,4,58,4293,2,4,1,2491
2,1350000,2,1,58,1900,1,3,0,1346
2,4330000,4,2,57,3563,1,4,1,2200
88,4650000,6,4,49,10000,1,5,1,3517
88,1850000,7,4,14,2754,2,6,0,1834
54,4500000,4,0,75,4037,1,5,1,2408
2,4377600,4,3,58,3648,2,3,1,2242
55,990000,3,2,12,1679,1,4,0,1184
21,720000,3,0,8,1500,1,4,0,1028
21,2450000,5,0,76,4250,2,5,1,2477
21,280000,2,0,69,910,2,3,0,459
21,3000000,4,0,45,4500,1,5,1,2568
43,1180000,2,0,82,777,0,2,1,328
43,1030000,2,0,82,777,0,2,1,328
43,1000000,2,0,82,826,0,2,1,376
43,1050000,2,0,82,811,0,2,1,361
14,2380000,5,2,58,2416,0,4,1,1661
21,1480000,3,0,9,3717,4,5,0,2280
8,610000,3,0,12,1500,4,4,0,1028
21,2000000,4,0,45,4500,1,5,1,2568
61,955000,3,2,57,1390,4,3,1,928
43,1250000,2,0,82,780,4,2,1,331
16,1050000,3,2,57,1450,1,3,1,985
35,400000,2,0,82,950,4,3,0,497
43,1300000,2,1,57,1076,4,2,1,623
81,590000,2,1,57,1045,4,3,0,592
34,4650000,9,0,45,10000,4,9,1,3517
16,1900000,7,0,20,2640,4,6,1,1775
24,4800000,0,0,45,6700,4,6,1,3053
24,5600000,0,0,71,9300,4,0,0,3432
43,1200000,2,0,82,811,0,2,1,361
88,5436000,7,6,49,13000,2,5,1,3676
3,2650000,5,2,49,5886,1,4,1,2895
43,6900000,4,0,61,3767,1,3,1,2302
43,5200000,6,0,58,5091,1,5,1,2716
54,1650000,4,2,58,2159,0,3,1,1520
54,1280000,2,2,61,1658,0,3,1,1165
54,1200000,2,1,60,1235,0,2,1,780
54,1750000,5,3,58,2726,0,4,1,1821
29,880000,3,0,60,1520,0,3,0,1047
41,1188000,1,1,61,710,1,1,0,264
41,830000,1,1,57,707,1,1,0,261
24,2700000,3,0,82,2077,1,3,1,1465
41,1300000,2,1,57,990,1,2,0,537
43,1900000,4,0,82,2096,1,3,1,1481
41,860000,1,1,61,710,1,1,0,264
41,1480000,2,1,57,972,0,2,0,519
41,903900,1,1,57,786,1,2,0,337
41,1188000,1,1,61,710,0,1,0,264
54,931500,3,0,57,1991,1,4,0,1405
78,2850000,5,0,58,3660,1,4,1,2249
34,420000,2,1,57,840,1,2,0,390
43,2300000,4,0,57,4520,1,4,1,2573
43,2750000,5,0,57,3800,1,4,1,2314
54,780000,2,2,57,1399,0,3,1,937
54,700000,1,1,82,634,0,1,0,191
54,625000,1,1,82,462,0,1,0,60
54,4700000,6,0,75,4000,1,6,1,2391
54,3700000,5,0,75,4600,1,5,1,2596
54,718000,2,0,57,1690,1,3,0,1192
54,1620000,4,2,57,2020,2,3,1,1424
78,3630000,6,0,57,4146,0,4,1,2443
3,3760000,7,0,45,4479,1,6,1,2561
54,1750000,4,0,58,3132,2,3,1,2008
29,1250000,5,2,61,1976,1,3,1,1394
29,1250000,4,2,61,1974,1,3,1,1392
29,1100000,4,2,61,1710,1,3,1,1210
43,4380000,6,0,58,3973,0,4,2,2379
101,3300000,8,6,45,4250,2,7,1,2477
88,1850000,4,0,91,2800,0,5,0,1855
101,3200000,8,6,45,5500,2,8,0,2819
35,550000,2,1,58,1215,4,3,0,760
70,340000,2,1,57,1083,1,3,0,631
24,1361000,4,2,57,1356,1,3,1,895
91,1500000,3,2,61,1826,0,3,1,1291
54,950000,3,2,61,1699,0,4,0,1200
73,405000,2,2,57,950,2,3,1,497
101,2500000,5,3,65,5000,4,5,0,2702
85,1500000,3,3,62,2652,1,3,0,1784
43,1280000,2,1,86,866,0,2,1,416
45,599000,2,3,82,1292,4,3,1,834
45,498000,2,2,57,1100,4,3,0,648
3,520000,2,2,82,601,2,3,0,160
69,580000,2,1,83,720,1,2,0,274
21,580000,2,1,61,1364,2,4,0,903
21,3980000,7,2,46,5307,2,5,1,2767
78,8000,4,2,58,2600,0,3,1,1760
22,1632000,4,0,83,1920,1,4,0,1360
21,400000,2,1,57,930,2,3,0,479
35,650000,4,2,58,1363,1,3,1,902
8,319000,2,1,41,854,2,3,0,404
21,928000,3,0,9,2800,1,4,0,1855
43,2480000,4,0,57,3300,1,3,1,2081
43,1580000,2,1,82,1356,0,2,0,895
43,2280000,4,2,57,2399,0,3,1,1649
43,1800000,4,2,82,2208,2,3,1,1547
73,530000,2,2,58,908,1,3,0,457
73,555000,2,2,58,1600,1,3,1,1115
73,340000,1,1,83,648,1,2,0,204
73,615000,2,2,86,1325,1,3,2,865
27,2600000,7,3,20,4500,1,6,1,2568
54,1150000,2,2,57,1200,1,3,0,745
43,1250000,1,1,85,925,1,1,0,474
61,1050000,2,2,57,1800,1,3,0,1276
43,3600000,4,2,83,3897,2,3,1,2350
43,1550000,4,2,58,2098,0,4,1,1482
69,730000,2,2,61,1019,0,2,1,566
35,868000,3,2,61,1663,1,3,1,1170
81,720000,2,2,57,1042,4,3,0,589
67,389999,1,2,82,643,0,2,0,199
58,408000,2,0,8,828,4,3,0,378
16,600048,3,2,57,1300,2,3,1,841
54,800000,2,1,86,1148,0,2,1,696
94,2520000,5,0,76,3500,0,6,1,2175
3,2200000,6,0,24,4411,1,5,1,2534
36,922200,2,2,61,1590,1,3,1,1105
73,215000,2,1,61,800,2,3,0,350
42,4250000,4,0,83,1738,0,2,1,1230
91,1945000,3,3,82,1682,4,2,1,1186
91,4500000,5,0,83,3832,4,4,2,2325
91,4950000,5,0,83,3832,4,4,2,2325
10,1390000,4,0,57,1977,0,3,1,1395
78,2678050,4,2,57,2819,1,3,2,1862
43,510000,1,0,82,500,0,1,0,86
3,1256000,2,1,82,859,0,2,0,409
3,1256000,2,1,82,859,0,2,0,409
43,760000,1,0,82,980,1,2,0,527
40,1150000,1,1,57,510,4,1,0,95
21,680000,2,2,58,1472,2,4,0,1005
22,1500000,4,2,57,1637,4,3,0,1146
27,55000,1,1,57,650,4,1,0,206
69,650000,2,1,57,1019,0,3,0,566
54,720000,1,1,88,695,1,1,0,249
54,1100000,2,1,82,997,1,2,0,544
14,540000,1,1,82,550,4,1,0,122
21,630000,2,1,82,914,4,3,0,463
51,445000,2,1,82,935,1,3,0,484
51,440000,2,1,82,935,1,3,0,484
81,650000,2,2,82,1025,4,2,0,572
22,2350000,4,3,57,4569,4,4,0,2588
16,980000,3,2,57,1513,0,4,1,1040
42,1900000,2,1,82,1485,4,2,0,1016
43,4300000,4,1,57,4555,4,4,0,2585
43,750000,1,1,83,610,0,1,1,169
73,570000,2,0,57,1550,1,3,1,1070
73,400000,2,0,57,1272,1,4,0,816
73,425000,2,0,57,1231,1,3,0,776
73,669280,2,0,57,1236,3,4,0,781
73,230000,2,0,37,715,0,3,0,269
73,230000,2,0,37,715,0,3,0,269
40,2700,1,1,82,560,0,1,0,129
29,1000000,1,1,82,1300,1,1,1,841
29,680000,1,1,82,1030,1,1,1,577
29,580000,1,1,82,896,1,1,1,445
29,423000,1,1,82,646,1,1,1,202
27,1100000,3,2,57,1378,0,2,1,916
21,280000,2,1,61,967,1,3,0,514
21,270000,2,1,61,755,1,3,0,308
21,567000,2,2,58,1220,0,4,0,765
43,5300000,5,0,59,3294,1,3,1,2079
43,6280000,5,0,57,3746,1,3,1,2294
43,4380000,5,0,58,3294,1,3,1,2079
43,4680000,5,0,58,3606,0,3,1,2222
21,3100000,6,3,75,3400,1,6,0,2128
54,850000,2,1,61,1350,0,3,0,890
21,319000,0,0,91,815,0,0,0,365
43,3877952,5,2,82,3897,1,3,1,2350
43,4088208,5,2,82,3897,1,3,1,2350
35,600000,2,1,86,852,1,2,0,402
35,598000,2,1,86,852,1,2,0,402
35,620000,2,1,86,852,1,2,0,402
35,720000,2,2,86,1094,1,3,1,642
35,750000,2,2,86,1094,1,3,1,642
35,800000,2,2,86,1094,1,3,1,642
35,790000,2,2,86,1094,1,3,1,642
43,3948840,5,2,82,3897,1,3,1,2350
12,800000,2,0,83,838,4,2,2,388
63,434000,3,2,7,1650,2,3,0,1157
21,480000,2,2,61,1018,2,3,0,565
21,950000,1,1,37,694,1,1,1,248
54,3700000,6,3,58,3720,1,4,1,2282
21,1298000,5,2,20,1800,0,5,1,1276
18,2600000,6,4,75,4000,1,4,1,2391
51,580000,2,2,57,986,1,3,0,533
51,600000,2,2,57,986,1,3,0,533
45,588000,2,3,82,1292,4,4,0,834
5,385000,2,1,57,1076,4,3,1,623
45,488000,2,2,0,1650,4,3,0,1157
45,465000,2,2,0,1430,4,3,0,966
5,380000,2,1,57,916,4,3,0,465
11,750000,2,2,83,1193,1,3,0,738
73,510000,2,2,86,1040,1,3,0,587
11,750000,2,2,83,1109,1,3,0,657
54,11900000,6,0,45,9619,0,5,2,3475
21,475000,2,1,86,719,1,2,0,273
21,555000,2,1,86,920,2,2,1,469
21,475000,2,1,86,719,1,2,0,273
21,355000,1,0,86,610,0,1,0,169
21,405000,1,0,86,610,0,1,0,169
21,405000,1,0,86,610,0,1,0,169
21,355000,1,0,86,610,0,1,0,169
85,1100000,3,2,58,1870,0,3,1,1322
16,630000,2,2,86,791,1,2,0,341
73,380000,1,1,82,562,1,1,0,131
35,330000,2,1,37,1142,1,3,0,690
27,1650000,2,4,57,1701,0,4,0,1202
8,300000,2,1,41,854,2,3,0,404
91,1300000,3,2,82,1582,0,3,0,1099
70,700000,3,1,57,999,0,2,1,546
26,1105000,2,1,82,1420,0,2,1,956
35,540000,3,2,61,1208,1,3,1,753
3,688000,3,2,71,1700,0,3,0,1201
51,670000,2,2,61,1313,0,3,1,853
85,600000,2,2,61,1110,0,3,0,658
46,130000,0,0,66,54200,4,0,0,3973
24,6200000,7,0,45,7473,1,5,1,3182
86,12000000,6,0,45,21000,1,5,0,3848
54,850000,3,2,57,1850,1,3,1,1307
19,1550000,4,1,57,2000,4,3,1,1413
24,4300000,4,0,49,6400,1,5,0,2994
24,10800000,7,0,45,26000,4,7,0,3887
54,2900000,5,0,58,3317,1,4,1,2093
43,2200000,2,1,83,1188,1,2,0,733
10,1050000,2,1,58,1112,4,2,1,660
69,650000,4,2,58,1280,1,3,1,824
69,580000,3,1,57,1577,4,3,1,1095
5,390000,2,1,57,981,4,3,0,528
54,1480000,3,2,61,1900,1,3,1,1346
54,1300000,3,2,57,1756,0,3,0,1243
45,1200000,4,0,18,1650,2,5,0,1157
43,680000,2,2,61,1350,1,2,0,890
36,350000,2,1,58,1202,1,3,0,747
54,1200000,4,0,61,2208,2,4,0,1547
27,870000,1,0,57,969,4,2,0,516
27,850000,1,2,57,969,4,1,1,516
45,1200000,4,0,18,1650,2,5,0,1157
45,1200000,4,0,18,1650,2,5,0,1157
21,500000,2,2,61,910,1,0,0,459
45,1200000,4,0,18,1650,2,5,0,1157
16,1550000,6,0,23,3188,1,5,1,2036
29,2100000,3,2,57,2000,1,2,1,1413
34,675000,3,0,8,1399,4,4,0,937
35,360000,2,2,86,950,1,3,0,497
35,2200000,6,0,75,3046,4,7,0,1964
25,2970000,8,0,45,15026,4,10,0,3735
3,1330000,3,0,83,1570,1,3,1,1088
43,1350000,2,0,82,813,0,2,1,363
43,1480000,1,0,82,880,0,1,1,430
29,5080000,5,5,57,4719,1,4,1,2638
29,2350000,4,4,57,2318,1,3,1,1608
54,690000,2,1,82,1141,4,3,0,689
21,770000,3,0,8,2040,1,3,1,1442
51,575000,2,2,57,1313,2,3,0,853
45,1830000,6,0,75,2550,4,5,1,1736
63,890000,3,0,11,2562,1,4,0,1745
54,1600000,4,2,61,2465,1,4,1,1689
3,5200000,8,0,45,8676,1,7,1,3346
73,418000,2,1,58,1310,1,3,0,851
45,620000,2,2,83,1200,1,3,1,745
45,630000,2,2,86,1162,2,3,1,709
45,625000,2,2,86,1200,2,3,1,745
45,628000,2,2,86,1162,2,3,1,709
54,5300000,0,0,71,8300,4,0,0,3298
43,1473950,3,1,58,1551,0,3,0,1071
35,650000,2,0,57,935,1,3,0,484
43,1530000,5,1,58,1717,1,4,0,1215
78,730000,2,0,83,940,0,2,0,488
80,515000,2,1,37,1049,0,3,0,596
35,860000,3,2,61,1488,0,3,1,1018
36,420000,2,0,57,1050,1,3,0,597
78,600000,1,0,82,505,0,1,0,90
29,440000,0,1,57,1100,1,0,0,648
16,630000,2,2,57,1050,1,3,0,597
16,700000,3,2,57,1438,0,3,1,973
80,498000,2,1,57,1385,0,3,0,923
16,2300000,4,2,24,3326,1,5,1,2099
67,380000,1,1,86,686,1,2,0,241
16,1180000,3,2,82,1301,1,3,0,842
16,485000,2,1,57,1465,0,3,1,1000
16,1380000,4,3,57,1878,1,3,1,1328
16,1800000,3,2,57,2450,2,3,1,1680
74,598000,3,0,57,1400,1,4,0,938
16,660000,2,2,57,1235,1,3,0,780
36,830000,2,2,57,1590,0,3,1,1105
35,500000,2,0,57,1336,1,3,0,876
54,710000,2,0,61,1268,1,3,0,813
23,14800000,6,0,45,13000,0,5,0,3676
69,590000,2,1,61,1019,1,3,0,566
69,690000,3,2,61,1262,2,3,1,807
10,1500000,4,1,58,1977,4,3,1,1395
80,1299888,4,0,57,3746,2,5,0,2294
21,1050000,2,1,82,916,1,2,0,465
10,13500000,5,0,45,10000,4,4,2,3517
10,10800000,3,0,45,10000,4,4,2,3517
24,5300000,6,0,45,5500,4,5,1,2819
24,10000000,8,6,45,10000,4,7,0,3517
10,4200000,4,0,57,3658,1,3,1,2248
10,6900000,6,3,45,10000,1,6,0,3517
24,6700000,5,0,45,7000,4,5,0,3105
24,8000000,5,4,45,8500,4,5,0,3328
24,12000000,6,0,45,11000,4,6,0,3588
10,6900000,6,4,57,5221,1,4,1,2745
10,9200000,7,5,65,8150,1,6,1,3274
30,7400000,6,6,45,7750,4,4,1,3217
10,3850000,4,0,57,3300,1,4,0,2081
10,6700000,5,0,57,4385,1,4,1,2525
24,6000000,5,4,45,7500,1,5,1,3185
43,4200000,2,0,57,1722,4,2,0,1218
43,1200000,0,0,82,850,0,1,0,400
43,1100000,0,1,57,649,4,1,0,205
43,1100000,1,0,57,630,4,1,0,187
2,1128888,3,1,58,1818,0,4,0,1286
24,6200000,0,0,51,12000,4,0,0,3630
24,5500000,7,0,45,3000,4,5,1,1938
24,4370000,0,0,51,7500,4,0,0,3185
24,13000000,5,0,45,25000,4,7,0,3881
24,7800000,0,0,51,12000,4,0,0,3630
24,12000000,0,0,51,15000,4,0,0,3733
10,6200000,0,0,51,13000,4,0,0,3676
24,8000000,0,0,51,10000,4,0,0,3517
10,3770000,4,0,57,3300,1,3,1,2081
24,8000000,0,0,51,12000,4,0,0,3630
70,2028888,5,0,58,3264,2,5,0,2066
73,600000,3,2,61,1362,2,3,1,901
73,600000,3,0,61,1362,4,3,1,901
29,960000,3,2,57,1451,1,3,0,986
29,950000,3,2,57,1451,1,3,0,986
35,570000,2,1,58,1350,1,3,0,890
35,560000,2,1,58,1350,1,3,0,890
80,410000,2,1,58,1200,1,3,0,745
12,850000,2,0,83,838,0,2,1,388
54,9000000,5,3,45,9409,1,4,0,3452
24,11000000,8,6,51,11700,0,6,1,3617
21,370000,2,1,86,950,1,3,0,497
70,525000,2,2,57,1081,0,3,0,629
70,525000,2,2,57,1081,0,3,0,629
54,4045119,5,3,57,5090,1,4,1,2715
21,900000,4,0,20,1400,1,5,1,938
101,800000,4,0,12,2900,1,4,1,1893
3,620000,1,0,82,885,1,0,0,434
73,510000,2,1,58,1450,4,4,0,985
80,566186,2,1,57,884,1,3,0,433
51,550000,2,2,57,986,1,3,0,533
80,451922,1,1,57,694,1,2,0,248
101,185000,1,0,69,550,1,2,0,122
51,650000,2,2,57,1328,1,3,1,868
101,185000,1,0,69,550,1,2,0,122
28,275000,2,1,57,800,1,3,0,350
45,280000,2,1,83,935,2,3,0,484
10,1100000,2,0,57,1130,4,2,1,678
14,1030000,3,0,83,1063,0,3,0,610
10,1100000,2,1,57,1130,4,2,1,678
21,1450000,2,2,82,1087,2,2,1,635
43,5180000,5,2,83,3897,0,3,1,2350
43,8500000,6,2,87,3063,0,4,1,1973
16,599000,2,2,57,1404,1,3,0,941
43,6013000,5,2,83,2615,0,3,1,1764
21,1600000,6,0,49,5900,1,6,0,2898
54,2000000,4,2,57,1830,1,3,2,1294
16,900000,2,2,86,1170,1,3,0,717
84,1350000,4,2,95,2500,1,3,1,1708
54,1600000,4,2,57,1496,1,3,1,1024
54,1950000,4,2,57,1830,1,4,1,1294
54,1400000,2,2,57,1200,1,3,0,745
54,1350000,2,2,57,1200,1,3,0,745
54,1850000,4,2,57,1830,1,4,1,1294
54,1350000,2,2,57,1200,1,3,0,745
54,2290000,5,0,58,2702,1,4,1,1809
54,2800000,5,0,58,2702,1,4,1,1809
54,2290000,5,0,58,2702,1,4,1,1809
51,770000,3,2,57,1711,1,3,1,1211
14,1822000,4,0,61,1822,1,3,1,1289
21,1380000,5,0,21,2486,2,6,0,1701
21,1100000,2,1,82,915,0,2,0,464
51,450000,2,1,83,935,0,3,0,484
14,1280000,2,1,82,1200,0,2,0,745
14,980000,2,0,82,1119,4,2,0,667
16,600000,2,2,57,1404,1,3,0,941
69,350000,2,1,41,747,1,3,0,300
69,320000,1,1,37,747,1,2,0,300
43,1100000,0,0,82,635,1,1,0,192
10,1350000,2,0,0,1870,4,4,0,1322
16,738000,2,2,57,1404,1,3,0,941
73,360000,2,1,37,1011,4,3,0,558
36,950000,2,0,57,1800,1,3,0,1276
73,599000,2,2,61,1610,4,3,1,1124
3,339000,2,1,11,750,1,3,0,303
16,400000,2,1,61,1222,2,2,1,767
55,1500000,3,0,75,3400,2,4,1,2128
35,1500000,3,0,75,3400,2,4,1,2128
43,1200000,2,1,57,1151,0,2,0,699
43,600000,1,0,82,495,0,1,0,81
78,430000,1,0,82,500,0,1,0,86
12,650000,0,0,37,1600,4,3,1,1115
35,590000,1,1,58,555,0,1,0,126
54,1540000,4,0,57,2368,3,3,1,1634
78,425000,1,0,82,500,0,1,0,86
78,450000,1,0,86,500,0,1,0,86
43,1700000,2,0,86,1980,0,3,0,1398
22,1750000,3,1,83,1636,1,3,0,1145
80,2380000,5,5,79,4000,1,5,0,2391
35,650000,2,2,57,1168,1,3,0,715
3,1750000,4,4,79,5942,1,5,0,2905
73,360000,1,1,86,618,1,1,0,177
19,1600000,2,0,61,2030,1,3,1,1434
101,1030000,3,0,60,1909,0,3,1,1353
19,1100000,3,0,58,1900,1,3,1,1346
78,630000,1,1,86,680,0,1,0,235
78,750000,3,1,82,1000,0,2,1,547
78,800000,3,1,82,1130,0,2,1,678
78,980000,2,1,83,1230,0,3,0,775
78,2300000,4,2,82,3400,0,5,1,2128
78,750000,3,1,86,1000,1,2,1,547
78,980000,2,1,83,1230,0,3,1,775
78,820000,2,1,82,1000,0,2,1,547
10,15000000,9,6,45,7800,1,10,0,3225
78,460000,1,0,82,500,0,1,0,86
40,900000,1,0,82,706,0,1,0,260
14,5290000,4,0,82,2645,0,3,0,1778
3,1190000,0,1,82,1435,1,3,0,970
43,1900000,3,1,82,1453,0,3,1,988
101,453600,2,1,86,770,2,3,0,321
101,579504,2,1,86,850,2,3,0,400
46,880000,4,0,58,1690,0,3,1,1192
26,1400000,2,2,82,14410,1,2,1,3720
78,1200000,2,1,82,1735,1,3,1,1228
40,900000,1,1,82,706,0,1,0,260
35,730000,2,1,83,953,2,3,0,500
9,680000,1,1,82,725,1,2,0,279
78,450000,1,0,86,500,0,1,0,86
78,450000,1,0,86,500,0,1,0,86
16,460000,2,1,58,1448,1,3,0,983
45,650000,2,4,12,880,1,3,0,430
73,400000,2,1,61,1231,1,3,0,776
73,260000,2,2,61,845,1,3,0,395
